image_path,folder_label,caption
images/Ho Chi Minh City_urls/image_94.jpg,Ho Chi Minh City_urls,there are many people riding motorcycles down a busy street in the middle of a busy area of the city
images/Ho Chi Minh City_urls/image_80.jpg,Ho Chi Minh City_urls,there is a red double decker bus driving down the street in front of a tall building with a clock tower
images/Ho Chi Minh City_urls/image_81.jpg,Ho Chi Minh City_urls,this is an image of a travel brochure with a picture of a city and a church
images/Ho Chi Minh City_urls/image_95.jpg,Ho Chi Minh City_urls,aerial view of a city at night with the lights of cars on the road and buildings in the background
images/Ho Chi Minh City_urls/image_42.jpg,Ho Chi Minh City_urls,there are many people riding motorcycles down the street in the city on a busy street with buildings on both sides of the street and a traffic light on the other side of the street
images/Ho Chi Minh City_urls/image_56.jpg,Ho Chi Minh City_urls,aerial view of a city at night with a river in the foreground and a large body of water in the foreground
images/Ho Chi Minh City_urls/image_3.jpg,Ho Chi Minh City_urls,an aerial view of a building with a swimming pool in the middle of a city with tall buildings in the background
images/Ho Chi Minh City_urls/image_107.jpg,Ho Chi Minh City_urls,night time view of a city with skyscrapers and a clock tower in the middle of the city
images/Ho Chi Minh City_urls/image_113.jpg,Ho Chi Minh City_urls,there is a large body of water in the middle of a city with tall buildings in the background
images/Ho Chi Minh City_urls/image_139.jpg,Ho Chi Minh City_urls,"an aerial view of a city with tall buildings, trees, and a church in the middle of the city"
images/Ho Chi Minh City_urls/image_105.jpg,Ho Chi Minh City_urls,there is a view of a city skyline from across a body of water with a boat in the foreground
images/Ho Chi Minh City_urls/image_111.jpg,Ho Chi Minh City_urls,an aerial view of a city with lots of tall buildings and a highway in the middle of it
images/Ho Chi Minh City_urls/image_40.jpg,Ho Chi Minh City_urls,an aerial view of a large building with a fountain in front of it and a crowd of people walking around it
images/Ho Chi Minh City_urls/image_1.jpg,Ho Chi Minh City_urls,there are many tables and chairs on the side of the street in a city with trees lining both sides of the street
images/Ho Chi Minh City_urls/image_54.jpg,Ho Chi Minh City_urls,there is a large body of water in the middle of a city with a boat in the middle of it
images/Ho Chi Minh City_urls/image_68.jpg,Ho Chi Minh City_urls,aerial view of a city with a lot of tall buildings and a clock tower in the middle of the city
images/Ho Chi Minh City_urls/image_83.jpg,Ho Chi Minh City_urls,an aerial view of a city at sunset with the sun setting over the buildings and a river in the foreground
images/Ho Chi Minh City_urls/image_97.jpg,Ho Chi Minh City_urls,there is a large body of water in the middle of a city with tall buildings in the background
images/Ho Chi Minh City_urls/image_96.jpg,Ho Chi Minh City_urls,there is a woman in a red dress and a white hat standing in front of a clock tower
images/Ho Chi Minh City_urls/image_82.jpg,Ho Chi Minh City_urls,"looking through a magnifying glass at a map of ho chi minh city, ho chi minh city, ho chi minh city, ho chi minh city population, ho chi minh city, ho chi minh city, ho chi minh city, ho chi minh city, ho chi minh, vietnam"
images/Ho Chi Minh City_urls/image_69.jpg,Ho Chi Minh City_urls,there is a large building with a red roof in the middle of a city with tall buildings in the background
images/Ho Chi Minh City_urls/image_0.jpg,Ho Chi Minh City_urls,"an aerial view of a city with tall buildings, trees, and a street in the foreground"
images/Ho Chi Minh City_urls/image_55.jpg,Ho Chi Minh City_urls,aerial view of a city skyline at dusk with a river in the foreground and a skyscraper in the distance
images/Ho Chi Minh City_urls/image_41.jpg,Ho Chi Minh City_urls,aerial view of a city skyline at dusk with a river in the foreground and boats in the foreground
images/Ho Chi Minh City_urls/image_110.jpg,Ho Chi Minh City_urls,there are four different pictures of a city with a clock tower and a clock tower in the middle of the picture
images/Ho Chi Minh City_urls/image_104.jpg,Ho Chi Minh City_urls,there is a very tall building with a lot of windows on the side of it and a car parked in front of it
images/Ho Chi Minh City_urls/image_138.jpg,Ho Chi Minh City_urls,this is a map of a city with a lot of buildings and a lot of people on it
images/Ho Chi Minh City_urls/image_100.jpg,Ho Chi Minh City_urls,an aerial view of a city with a river in the foreground and a bridge in the foreground
images/Ho Chi Minh City_urls/image_114.jpg,Ho Chi Minh City_urls,this is a map of the area where you can find all of london ' s boroughss and boroughss
images/Ho Chi Minh City_urls/image_128.jpg,Ho Chi Minh City_urls,there is a large body of water with a city in the background and the words ho chi minh on it
images/Ho Chi Minh City_urls/image_79.jpg,Ho Chi Minh City_urls,an aerial view of a city with a sunset in the background and a text overlay that reads 10 things to do in ho chi minh city
images/Ho Chi Minh City_urls/image_45.jpg,Ho Chi Minh City_urls,there is a river running through the middle of a city with buildings on both sides and a bridge in the middle of the river
images/Ho Chi Minh City_urls/image_51.jpg,Ho Chi Minh City_urls,brightly lit city skyline at night reflected in the water of a lake in front of a dark sky
images/Ho Chi Minh City_urls/image_4.jpg,Ho Chi Minh City_urls,aerial view of a cityscape with a church in the foreground and trees in the foreground
images/Ho Chi Minh City_urls/image_86.jpg,Ho Chi Minh City_urls,there is a collage of pictures of a city and a person on a bike in the middle of the picture
images/Ho Chi Minh City_urls/image_92.jpg,Ho Chi Minh City_urls,nighttime view of a large city with a lot of tall buildings and a body of water in the foreground
images/Ho Chi Minh City_urls/image_93.jpg,Ho Chi Minh City_urls,there is a view of a city from the roof of a building in the distance is a blue sky with white clouds
images/Ho Chi Minh City_urls/image_87.jpg,Ho Chi Minh City_urls,aerial view of a city skyline at dusk with a river in the foreground and a bridge in the foreground
images/Ho Chi Minh City_urls/image_50.jpg,Ho Chi Minh City_urls,there are a lot of birds flying in the sky above a church and a person riding a bike
images/Ho Chi Minh City_urls/image_5.jpg,Ho Chi Minh City_urls,there is a large building with a clock tower in the middle of a park with flowers and trees
images/Ho Chi Minh City_urls/image_44.jpg,Ho Chi Minh City_urls,an aerial view of a city at dusk with a river running through the middle of the city and a large body of water in the foreground
images/Ho Chi Minh City_urls/image_78.jpg,Ho Chi Minh City_urls,there is a statue of a man holding a red flag in front of a building with a clock tower in the background
images/Ho Chi Minh City_urls/image_129.jpg,Ho Chi Minh City_urls,there is a woman riding a bike down the street with a basket on the back of her basket
images/Ho Chi Minh City_urls/image_115.jpg,Ho Chi Minh City_urls,"ho chi minh city to hanoi, ho chi minh city to hanoi, ho chi minh city to hanoi, ho chi minh city to hanoi"
images/Ho Chi Minh City_urls/image_101.jpg,Ho Chi Minh City_urls,there is a blurry photo of a city street at night with tall buildings and a clock tower in the background
images/Ho Chi Minh City_urls/image_117.jpg,Ho Chi Minh City_urls,aerial view of a city with lots of tall buildings and lots of tall buildings in the middle of the city
images/Ho Chi Minh City_urls/image_103.jpg,Ho Chi Minh City_urls,there are many people walking down the street with umbrellas on a rainy day in the city at night
images/Ho Chi Minh City_urls/image_7.jpg,Ho Chi Minh City_urls,there is a view of a city from the top of a tall building at sunset with a river in the foreground
images/Ho Chi Minh City_urls/image_52.jpg,Ho Chi Minh City_urls,aerial view of a city with a river running through it and a bridge in the middle of the picture
images/Ho Chi Minh City_urls/image_46.jpg,Ho Chi Minh City_urls,there are many boats in the water near a beach with a mountain in the background and a city in the foreground
images/Ho Chi Minh City_urls/image_91.jpg,Ho Chi Minh City_urls,there are two pictures of people riding motorcycles on the street and a man on a motorbike on the street
images/Ho Chi Minh City_urls/image_85.jpg,Ho Chi Minh City_urls,an aerial view of a city at night with a river running through it and a bridge in the foreground
images/Ho Chi Minh City_urls/image_84.jpg,Ho Chi Minh City_urls,"night time picture of ho chi minh city on a budget, ho chi minh city on a budget, ho chi minh city on a budget, ho chi minh city on a budget, ho chi minh city on a budget, ho chi minh, ho chi minh city on a budget, ho chi minh"
images/Ho Chi Minh City_urls/image_90.jpg,Ho Chi Minh City_urls,there is a statue of a man standing in front of a building with a flag on top of it
images/Ho Chi Minh City_urls/image_47.jpg,Ho Chi Minh City_urls,there are a lot of buildings that are on the side of a hill with a lot of balconies on the side of the hill
images/Ho Chi Minh City_urls/image_6.jpg,Ho Chi Minh City_urls,there is a statue of a man holding a red flag in front of a building with a clock tower in the background
images/Ho Chi Minh City_urls/image_53.jpg,Ho Chi Minh City_urls,there is a large body of water in the middle of a city with tall buildings in the background
images/Ho Chi Minh City_urls/image_102.jpg,Ho Chi Minh City_urls,aerial view of a city with lots of tall buildings and a body of water with boats in it
images/Ho Chi Minh City_urls/image_116.jpg,Ho Chi Minh City_urls,nighttime view of a large city with a lot of tall buildings and a body of water in the foreground
images/Ho Chi Minh City_urls/image_159.jpg,Ho Chi Minh City_urls,this is a picture of a city street with a clock tower in the middle of it and the words different names of san francisco city you might not know
images/Ho Chi Minh City_urls/image_171.jpg,Ho Chi Minh City_urls,"aerial view of the city of ho chi minh, vietnam at dusk, with a river running through the middle of the city"
images/Ho Chi Minh City_urls/image_165.jpg,Ho Chi Minh City_urls,"there are many people walking and riding on the train tracks in the city at night, there are many people riding on the train tracks in the city at night"
images/Ho Chi Minh City_urls/image_34.jpg,Ho Chi Minh City_urls,there are two pictures of a man standing in front of a building and a picture of a man standing in front of a building
images/Ho Chi Minh City_urls/image_20.jpg,Ho Chi Minh City_urls,there are many people waiting for the train to arrive at the station and wait for the next train to arrive
images/Ho Chi Minh City_urls/image_21.jpg,Ho Chi Minh City_urls,there is a large building that is lit up at night with a clock on the front of it
images/Ho Chi Minh City_urls/image_35.jpg,Ho Chi Minh City_urls,there are two people walking down a narrow street with umbrellas on the side of the street and buildings on the other side of the street
images/Ho Chi Minh City_urls/image_164.jpg,Ho Chi Minh City_urls,there is a large yellow building with many windows and balconies on the top of the building
images/Ho Chi Minh City_urls/image_170.jpg,Ho Chi Minh City_urls,there is a view of a city skyline with a bridge and a river in the foreground at dusk
images/Ho Chi Minh City_urls/image_158.jpg,Ho Chi Minh City_urls,there are many people riding motorcycles in front of a building with a clock on the front of it
images/Ho Chi Minh City_urls/image_199.jpg,Ho Chi Minh City_urls,aerial view of the city of ho chi minh with a river in the foreground and tall buildings in the background
images/Ho Chi Minh City_urls/image_166.jpg,Ho Chi Minh City_urls,there are two double decker buses that are parked in front of a building on a street in front of a building
images/Ho Chi Minh City_urls/image_172.jpg,Ho Chi Minh City_urls,there are many birds that are standing in the middle of the street in front of a large building
images/Ho Chi Minh City_urls/image_23.jpg,Ho Chi Minh City_urls,an aerial view of a large city with lots of tall buildings and a river in the foreground
images/Ho Chi Minh City_urls/image_37.jpg,Ho Chi Minh City_urls,business opportunity ho chi minhh city is a top destination for launching business in ho chi minhh city is a top destination for launching business in ho chi minhh
images/Ho Chi Minh City_urls/image_36.jpg,Ho Chi Minh City_urls,"there are many people that are walking down the street in the city at night, some are on scooters and some are on scooters"
images/Ho Chi Minh City_urls/image_22.jpg,Ho Chi Minh City_urls,there is a blurry image of a city at night with the words ho chi minh city written on it
images/Ho Chi Minh City_urls/image_173.jpg,Ho Chi Minh City_urls,"ho chi minhh city, ho chi minhh city, ho chi minhh city, ho chi minhh city, ho chi minhh city, ho chi minhh city, ho chi minhh city, ho chi minhh city, ho chi minhh, ho chi minhh, ho chi minhh, ho chi minhh"
images/Ho Chi Minh City_urls/image_167.jpg,Ho Chi Minh City_urls,this is a picture of a large building with a clock on the front of it ' s tower
images/Ho Chi Minh City_urls/image_198.jpg,Ho Chi Minh City_urls,there is a statue of a man holding a red flag in front of a building with a clock tower in the background
images/Ho Chi Minh City_urls/image_188.jpg,Ho Chi Minh City_urls,view of a city at night with a river running through it and a bridge in the foreground
images/Ho Chi Minh City_urls/image_163.jpg,Ho Chi Minh City_urls,there is a view of a city from a bird ' s - eye view of a church in the middle of the city
images/Ho Chi Minh City_urls/image_177.jpg,Ho Chi Minh City_urls,there is a water fountain in front of a large building with a clock tower on top of it
images/Ho Chi Minh City_urls/image_26.jpg,Ho Chi Minh City_urls,aerial view of a city at night with skyscrapers and a body of water in the foreground
images/Ho Chi Minh City_urls/image_32.jpg,Ho Chi Minh City_urls,nighttime view of a city skyline with a body of water in the foreground and a body of water in the foreground
images/Ho Chi Minh City_urls/image_33.jpg,Ho Chi Minh City_urls,there are many tall buildings on the side of the road with people walking on the sidewalk in front of them
images/Ho Chi Minh City_urls/image_27.jpg,Ho Chi Minh City_urls,this is a map of the country of vietnam with a red pin in the middle of the map
images/Ho Chi Minh City_urls/image_176.jpg,Ho Chi Minh City_urls,this is an image of a store filled with lots of toys and other things to buy at the store
images/Ho Chi Minh City_urls/image_162.jpg,Ho Chi Minh City_urls,night time view of a city with a river and a bridge in the foreground and a river in the foreground
images/Ho Chi Minh City_urls/image_189.jpg,Ho Chi Minh City_urls,brightly lit buildings in a city at night with people walking on the sidewalk and trees in the foreground
images/Ho Chi Minh City_urls/image_174.jpg,Ho Chi Minh City_urls,an aerial view of a city with a river in the foreground and a bridge in the foreground
images/Ho Chi Minh City_urls/image_160.jpg,Ho Chi Minh City_urls,people are riding scooters on a city street at night in a busy area of the city
images/Ho Chi Minh City_urls/image_148.jpg,Ho Chi Minh City_urls,trees and flowers in front of a church with a blue sky in the background and a few pink flowers in the foreground
images/Ho Chi Minh City_urls/image_19.jpg,Ho Chi Minh City_urls,there are many people walking down the street under a neon sign that says the city of funview
images/Ho Chi Minh City_urls/image_31.jpg,Ho Chi Minh City_urls,there is a very large building with a lot of windows and a lot of people walking around it
images/Ho Chi Minh City_urls/image_25.jpg,Ho Chi Minh City_urls,this is an aerial view of a cityscape with a clock tower in the middle of it
images/Ho Chi Minh City_urls/image_24.jpg,Ho Chi Minh City_urls,there are many motorcycles parked on the side of the road in the middle of a street lined with tall buildings
images/Ho Chi Minh City_urls/image_30.jpg,Ho Chi Minh City_urls,this is a picture of a picture of a city from a bird ' s - eye view of a beach
images/Ho Chi Minh City_urls/image_18.jpg,Ho Chi Minh City_urls,an aerial view of a city skyline at night with a church in the middle of the foreground
images/Ho Chi Minh City_urls/image_149.jpg,Ho Chi Minh City_urls,there is a map of the country of vietnam with a red pin in the middle of the map
images/Ho Chi Minh City_urls/image_161.jpg,Ho Chi Minh City_urls,there are many people riding motorcycles down the street in this crowded area of a busy area of the city
images/Ho Chi Minh City_urls/image_175.jpg,Ho Chi Minh City_urls,night time view of a busy city street with a lot of traffic in the foreground and tall buildings in the background
